Display,Row,Column,Plane,Timepoint,Time [s],Field,Object ID,X,Y,Tracked Organoids Selected Selected - Age [s],Tracked Organoids Selected Selected - Current Displacement X [px],Tracked Organoids Selected Selected - Current Displacement Y [px],Tracked Organoids Selected Selected - Track Point X,Tracked Organoids Selected Selected - Track Point Y,Tracked Organoids Selected Selected - Region Area [µm_],Tracked Organoids Selected Selected - Region Roundness,Tracked Organoids Selected Selected - Region Symmetry 02,Tracked Organoids Selected Selected - Region Symmetry 03,Tracked Organoids Selected Selected - Region Symmetry 04,Tracked Organoids Selected Selected - Region Symmetry 05,Tracked Organoids Selected Selected - Region Symmetry 12,Tracked Organoids Selected Selected - Region Symmetry 13,Tracked Organoids Selected Selected - Region Symmetry 14,Tracked Organoids Selected Selected - Region Symmetry 15,Tracked Organoids Selected Selected - Region Threshold Compactness 30%,Tracked Organoids Selected Selected - Region Threshold Compactness 40%,Tracked Organoids Selected Selected - Region Threshold Compactness 50%,Tracked Organoids Selected Selected - Region Threshold Compactness 60%,Tracked Organoids Selected Selected - Region Axial Small Length,Tracked Organoids Selected Selected - Region Axial Length Ratio,Tracked Organoids Selected Selected - Region Radial Mean,Tracked Organoids Selected Selected - Region Radial Relative Deviation,Tracked Organoids Selected Selected - Region Profile 1/2,Tracked Organoids Selected Selected - Region Profile 2/2,Tracked Organoids Selected Selected - Region Brightfield SER Spot 1 px,Tracked Organoids Selected Selected - Region Brightfield SER Hole 1 px,Tracked Organoids Selected Selected - Region Brightfield SER Edge 1 px,Tracked Organoids Selected Selected - Region Brightfield SER Ridge 1 px,Tracked Organoids Selected Selected - Region Brightfield SER Valley 1 px,Tracked Organoids Selected Selected - Region Brightfield SER Saddle 1 px,Tracked Organoids Selected Selected - Region Brightfield SER Bright 1 px,Tracked Organoids Selected Selected - Region Brightfield SER Dark 1 px,Tracked Organoids Selected Selected - Class,Tracked Organoids Selected Selected - Regression A-B,Tracked Organoids Selected Selected - Live,Tracked Organoids Selected Selected - Dead,Tracked Organoids Selected Selected - Number of Nuclei (DRAQ7+)- per Object,Tracked Organoids Selected Selected - Intensity Nucleus Mean Smoothed Mean,Tracked Organoids Selected Selected - Dead (DRAQ7+),Tracked Organoids Selected Selected - Live (DRAQ7-),Compound,Concentration,Cell Type,Cell Count
TRUE,B,4,1,0,0,3,6,465,217,0,0,0,464,219,1546,0.8253,0.2583,0.111,0.1406,0.09976,0.3866,0.184,0.2372,0.1598,0.9482,0.9482,0.6224,0.2799,12.35,0.5671,16.14,0.4496,0.9814,1.019,0.004357,0.002117,0.02958,0.006222,0.00975,0.008475,0.009267,0.01057,A,-0.9018,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,0,0,3,7,338,238,0,0,0,338,235,3011,0.4735,0.3746,0.11,0.2799,0.0554,0.6019,0.09894,0.496,0.08298,0.5899,0.5899,0.2996,0.3063,15.71,0.3599,28.2,0.5934,0.9721,1.033,0.003792,0.002139,0.03048,0.006118,0.008946,0.008309,0.008693,0.009818,A,-1.443,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,0,0,3,8,690,250,0,0,0,691,248,1883,0.7445,0.0867,0.2252,0.1257,0.1263,0.1295,0.3354,0.1842,0.2005,0.8653,0.8653,0.2732,0.5346,17.38,0.8469,17.36,0.4478,0.9652,1.035,0.003269,0.001998,0.02183,0.004912,0.006792,0.006162,0.007162,0.007747,A,-0.1201,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,0,0,3,9,1321,253,0,0,0,1319,254,1772,0.9832,0.1104,0.06892,0.02105,0.005462,0.1483,0.1132,0.03142,0.01034,1.105,1.105,1.105,0.417,15.63,0.8308,16.26,0.3624,1.02,0.9862,0.00281,0.002332,0.02323,0.005842,0.007052,0.005572,0.007633,0.008283,A,-0.7304,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,0,0,3,10,480,264,0,0,0,505,267,2781,0.4901,0.5809,0.08439,0.257,0.1926,0.7215,0.1562,0.4068,0.2877,0.6071,0.6071,0.5364,0.2544,15.03,0.3262,31.19,0.4554,0.9717,1.033,0.003195,0.00228,0.024,0.00518,0.006933,0.006637,0.007318,0.008127,A,-0.2627,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,0,0,3,11,884,348,0,0,0,885,349,1248,0.9614,0.1334,0.1053,0.06665,0.03145,0.2027,0.1564,0.1024,0.0546,1.087,1.087,1.087,0.5005,12.4,0.7557,13.54,0.3928,0.985,1.014,0.004122,0.002196,0.02757,0.006034,0.008578,0.006723,0.008901,0.009547,A,-1.355,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,0,0,3,12,433,379,0,0,0,430,375,1887,0.8133,0.4291,0.1105,0.2332,0.08961,0.5951,0.1512,0.3603,0.137,0.934,0.934,0.4082,0.3581,11.43,0.4052,19.51,0.466,0.9893,1.01,0.004374,0.002461,0.03111,0.006322,0.009726,0.008932,0.009365,0.01081,A,-0.9264,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,0,0,3,13,716,469,0,0,0,717,470,1328,0.8914,0.05059,0.05628,0.04928,0.03878,0.08743,0.09063,0.0884,0.06722,1.016,1.016,0.2913,0.6468,13.58,0.8756,13.54,0.4,0.9479,1.048,0.002991,0.002489,0.02838,0.006981,0.009257,0.007017,0.008832,0.01043,A,-1.645,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,0,0,3,14,185,484,0,0,0,185,485,2750,0.8527,0.1207,0.1438,0.05653,0.02875,0.1613,0.2056,0.08579,0.04603,0.9698,0.9698,0.2089,0.4767,19.56,0.8212,20.33,0.3863,0.9697,1.018,0.00353,0.002187,0.0241,0.005867,0.007925,0.006643,0.008219,0.008936,A,-0.7965,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,0,0,3,15,907,490,0,0,0,908,492,1016,0.9871,0.122,0.03247,0.06029,0.01561,0.1712,0.05758,0.08965,0.02725,1.115,1.115,1.115,0.4285,11.4,0.7979,12.1,0.3764,0.9798,1.022,0.004076,0.002268,0.02321,0.005828,0.007654,0.006904,0.008607,0.008722,A,-0.4552,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,0,0,3,16,314,509,0,0,0,310,505,1588,0.7554,0.2587,0.178,0.1668,0.1433,0.402,0.2694,0.2763,0.236,0.878,0.878,0.6296,0.2597,12.75,0.547,16.98,0.4745,0.9875,1.014,0.003444,0.002204,0.02574,0.00573,0.00808,0.006642,0.008008,0.00913,A,-0.6847,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,0,0,3,17,625,539,0,0,0,626,541,1061,0.9591,0.08765,0.08465,0.03174,0.007253,0.1218,0.1284,0.04052,0.01833,1.087,1.087,1.087,0.7305,12.27,0.8563,12.55,0.3597,1.007,0.9927,0.004782,0.00286,0.02618,0.007192,0.01037,0.009264,0.01043,0.01168,B,0.4875,0,1,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,0,0,3,18,275,559,0,0,0,276,560,1026,0.9818,0.07146,0.01251,0.00958,0.01179,0.1156,0.01861,0.009597,0.01457,1.11,1.11,0.8759,0.5432,11.6,0.8513,11.77,0.3944,0.9497,1.052,0.003508,0.002294,0.02853,0.005371,0.007224,0.006556,0.007753,0.008374,A,-2.069,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,0,0,3,19,95,560,0,0,0,102,561,1273,0.735,0.1718,0.2884,0.1774,0.08666,0.2408,0.382,0.242,0.1317,0.8603,0.8603,0.8603,0.8603,13.58,0.7325,14.95,0.4256,0.9632,1.055,0.003696,0.001893,0.0229,0.004638,0.006532,0.006448,0.007226,0.007425,A,-0.1569,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,0,0,3,20,836,617,0,0,0,837,614,1939,0.9136,0.1729,0.1272,0.06651,0.0607,0.2583,0.1815,0.1081,0.1046,1.034,1.034,0.3672,0.4322,14.96,0.7006,17.13,0.3986,0.966,1.024,0.004364,0.002209,0.03043,0.005842,0.009284,0.008767,0.008888,0.01016,A,-1.157,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,0,0,3,21,645,616,0,0,0,636,612,1297,0.8489,0.4446,0.07188,0.09652,0.01841,0.5672,0.08187,0.1578,0.036,0.9739,0.9739,0.9449,0.5492,9.897,0.4608,15.47,0.4111,0.9444,1.063,0.003826,0.001834,0.03185,0.004933,0.008249,0.008205,0.007638,0.008914,A,-2.056,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,0,0,3,22,233,681,0,0,0,236,681,786.2,0.9923,0.04182,0.02441,0.009821,0.0104,0.06798,0.03114,0.007738,0.02064,1.124,1.124,1.124,0.366,10.57,0.9106,10.36,0.3834,0.9623,1.048,0.004026,0.002281,0.02955,0.006523,0.009155,0.007394,0.009232,0.01019,A,-1.91,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,0,0,3,23,724,699,0,0,0,722,699,1658,0.9707,0.1267,0.06286,0.02937,0.03021,0.2044,0.1054,0.04906,0.05427,1.093,1.093,0.3381,0.8654,13.97,0.7496,15.29,0.3999,0.9497,1.038,0.004215,0.002161,0.02936,0.006187,0.009334,0.007848,0.009071,0.01019,A,-1.317,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,0,0,3,24,403,694,0,0,0,403,697,920.4,0.7802,0.1072,0.1192,0.09827,0.09098,0.2022,0.2091,0.179,0.1717,0.9099,0.9099,0.9099,0.2785,10.94,0.7153,12.09,0.4578,0.9754,1.035,0.004772,0.002115,0.02761,0.00673,0.01041,0.008847,0.009992,0.01116,A,-0.3754,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,0,0,3,25,217,721,0,0,0,217,723,1095,0.9465,0.1009,0.00599,0.02716,0.01282,0.1262,0.01931,0.04305,0.01739,1.074,1.074,0.8653,0.3014,12.14,0.8553,12.34,0.3821,0.9677,1.032,0.005008,0.002748,0.03417,0.006869,0.01079,0.009202,0.0103,0.01198,A,-2.074,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,0,0,3,26,144,771,0,0,0,134,763,2077,0.666,0.3837,0.05728,0.1515,0.1236,0.5403,0.1562,0.2715,0.2238,0.7857,0.7857,0.2675,0.4173,14.06,0.446,21.88,0.4951,0.9916,1.009,0.004131,0.002616,0.02994,0.006928,0.01007,0.007523,0.009718,0.01128,A,-1.129,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,0,0,3,27,284,826,0,0,0,287,819,1147,0.8483,0.3522,0.1653,0.09675,0.07252,0.4786,0.2356,0.1494,0.1283,0.9749,0.9749,0.9749,0.3932,10.14,0.52,14.3,0.4258,0.9729,1.035,0.004235,0.00184,0.02887,0.006389,0.01022,0.009501,0.009257,0.01068,A,-0.3606,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,0,0,3,28,281,887,0,0,0,284,891,2100,0.755,0.1234,0.09897,0.07562,0.1029,0.2234,0.1876,0.1514,0.196,0.8747,0.8747,0.2722,0.7274,15.98,0.6942,17.88,0.4785,0.9305,1.055,0.003287,0.002458,0.02919,0.00617,0.008844,0.007085,0.008325,0.01001,A,-1.656,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,0,0,3,29,220,899,0,0,0,221,899,846.4,0.9737,0.09756,0.04848,0.02485,0.01139,0.1382,0.06903,0.0229,0.01362,1.105,1.105,1.105,0.9082,10.63,0.8336,11.03,0.3644,0.9838,1.02,0.005719,0.002289,0.03097,0.007724,0.01161,0.008595,0.01174,0.01244,A,-1.009,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,1,1126,42,85406,3,-6,1127,44,1949,0.8584,0.2718,0.1271,0.1252,0.1043,0.4044,0.1815,0.1963,0.1661,0.9788,0.9788,0.9788,0.9788,13.79,0.5609,18.35,0.4242,1.025,0.98,0.003528,0.002446,0.02222,0.005589,0.007572,0.006645,0.007936,0.008834,B,0.8998,0,1,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,2,465,41,85406,8,-7,468,38,1535,0.9364,0.2641,0.1071,0.08217,0.04581,0.3832,0.1509,0.1421,0.07888,1.059,1.059,1.028,0.3714,12.03,0.5874,15.5,0.4172,0.9541,1.04,0.004916,0.002609,0.0341,0.006468,0.01089,0.01,0.009886,0.01195,A,-1.627,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,3,1228,137,85406,0,-3,1227,135,1218,0.8325,0.1871,0.1355,0.1017,0.03818,0.2869,0.2025,0.1687,0.08188,0.9583,0.9583,0.9583,0.4961,11.93,0.665,14.11,0.4066,1.021,0.9765,0.003857,0.002239,0.02338,0.00488,0.007707,0.007556,0.007622,0.008747,B,0.3956,0,1,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,4,788,157,85406,6,-7,799,171,1832,0.5579,0.5051,0.05191,0.09094,0.05668,0.6269,0.07653,0.1547,0.1058,0.6789,0.6789,0.2518,0.6669,12.88,0.4257,20.77,0.5035,0.9658,1.046,0.004428,0.002265,0.02675,0.006188,0.009052,0.007625,0.009288,0.009994,A,-0.7069,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,5,461,174,85406,7,-7,461,174,816.8,0.9653,0.05283,0.04464,0.03776,0.002726,0.07225,0.06125,0.05553,0.008626,1.097,1.097,1.097,1.097,10.84,0.9091,10.68,0.3723,0.9711,1.036,0.004936,0.002841,0.02671,0.009238,0.01259,0.007509,0.01238,0.01378,A,-0.5882,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,6,764,207,85406,7,-7,765,209,890.8,0.9911,0.1026,0.009353,0.03978,0.01894,0.1466,0.0151,0.05345,0.02378,1.121,1.121,1.121,0.2744,10.71,0.8213,11.14,0.3834,0.9657,1.04,0.005593,0.003168,0.03143,0.008509,0.01264,0.009606,0.01237,0.01399,A,-1.276,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,7,1007,233,85406,6,-8,1004,233,788.2,0.9813,0.09563,0.04993,0.01699,0.01533,0.148,0.07024,0.02148,0.02273,1.113,1.113,0.6853,0.4354,10.19,0.8184,10.64,0.379,0.993,1.009,0.004405,0.001644,0.02955,0.005501,0.01025,0.009795,0.008688,0.01051,A,-0.3626,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,8,321,294,85406,7,1,322,288,1884,0.635,0.1064,0.3218,0.164,0.1019,0.1281,0.4608,0.2434,0.1723,0.7557,0.7557,0.2975,0.5689,19.47,0.869,19,0.4697,0.9824,1.023,0.003853,0.002348,0.02642,0.005605,0.008227,0.007419,0.008267,0.009334,A,-0.4492,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,9,1147,271,85406,6,-6,1146,271,889.8,0.9562,0.1322,0.07197,0.02018,0.01142,0.2041,0.1112,0.04875,0.02754,1.086,1.086,0.3229,1.182,10.34,0.7528,11.29,0.3995,0.9787,1.026,0.004472,0.002031,0.03129,0.0053,0.01118,0.009836,0.008568,0.01171,A,-0.3305,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,10,765,302,85406,18,-6,771,295,1924,0.6544,0.4252,0.1789,0.2445,0.2124,0.6022,0.2926,0.3607,0.3427,0.7749,0.7749,0.7749,0.2256,12.99,0.4015,21.9,0.5175,0.996,1.005,0.004615,0.002585,0.02307,0.005981,0.008855,0.00831,0.009283,0.0101,B,1.064,0,1,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,11,951,308,85406,1,-12,953,308,1266,0.8905,0.1897,0.1342,0.06708,0.04763,0.27,0.1864,0.1079,0.07305,1.016,1.016,1.016,0.4851,12.16,0.6968,14.04,0.3859,0.9864,1.014,0.003301,0.002457,0.02304,0.005008,0.007179,0.006652,0.00727,0.00848,A,-0.2936,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,12,809,324,85406,6,-7,823,329,1172,0.6722,0.5334,0.1151,0.121,0.01854,0.6435,0.1244,0.1873,0.03037,0.7986,0.7986,0.5392,0.351,9.624,0.4141,16.34,0.4302,0.9839,1.028,0.004092,0.002491,0.02435,0.005781,0.008146,0.006956,0.008643,0.009362,A,-0.6937,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,13,903,356,85406,2,-8,903,357,855.3,0.9565,0.0857,0.01857,0.02157,0.01831,0.131,0.027,0.03848,0.02904,1.087,1.087,1.087,0.3622,10.65,0.8349,10.98,0.383,0.9831,1.02,0.004151,0.002722,0.02898,0.008093,0.01017,0.007326,0.01075,0.01147,A,-1.566,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,14,1294,384,85406,4,-7,1295,387,2057,0.8323,0.1557,0.1817,0.1127,0.109,0.2236,0.2837,0.1745,0.174,0.9522,0.9522,0.9522,0.2803,16.51,0.7319,18.16,0.429,0.972,1.023,0.004186,0.002249,0.02743,0.005909,0.008777,0.007286,0.008823,0.00976,A,-1.044,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,15,572,400,85406,9,-12,571,401,2543,0.899,0.06033,0.1706,0.04379,0.07045,0.09755,0.2452,0.04987,0.1085,1.017,1.017,1.017,0.4631,19.54,0.8744,19.62,0.3801,0.9956,1.003,0.00388,0.002373,0.02408,0.005446,0.008318,0.006716,0.008169,0.009465,A,-0.3271,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,16,200,418,85406,10,-6,198,416,2618,0.6764,0.1892,0.06525,0.04401,0.08234,0.2981,0.1257,0.1112,0.1532,0.794,0.794,0.3847,0.2215,17.37,0.6336,20.93,0.4502,0.998,1.001,0.00342,0.002659,0.0259,0.006708,0.008603,0.006689,0.008909,0.009951,A,-0.8641,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,17,1080,428,85406,0,0,1089,433,2244,0.7018,0.4712,0.1794,0.181,0.1778,0.592,0.2619,0.2397,0.2572,0.8208,0.8208,0.8208,0.6292,14.27,0.4421,22.78,0.4484,1.004,0.9965,0.003379,0.002358,0.01796,0.005083,0.006574,0.005691,0.007356,0.007851,B,1.215,0,1,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,18,1204,422,85406,3,-7,1199,418,1081,0.8425,0.3594,0.1594,0.1601,0.1222,0.5105,0.2448,0.2591,0.2013,0.9699,0.9699,0.8874,0.3124,9.509,0.4739,14.26,0.4608,0.9858,1.02,0.004444,0.002443,0.02665,0.006134,0.009746,0.008621,0.009205,0.01079,A,-0.005794,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,19,1159,461,85406,3,1,1157,469,1793,0.907,0.2359,0.01795,0.01414,0.01487,0.3277,0.01818,0.02464,0.02515,1.028,1.028,1.028,0.4486,13.62,0.6462,16.49,0.3971,0.9805,1.015,0.004361,0.002575,0.02527,0.006638,0.008955,0.006839,0.009563,0.01022,A,-0.9325,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,20,885,458,85406,1,-6,887,462,1981,0.9046,0.1494,0.1988,0.06048,0.04038,0.214,0.28,0.09405,0.07483,1.025,1.025,1.025,0.332,16.32,0.7541,17.84,0.3923,1.011,0.9917,0.003841,0.002311,0.02691,0.005035,0.008497,0.007333,0.007726,0.009565,A,-0.7332,1,0,1,217.4,1,0,STA,,13154,
TRUE,B,4,1,1,85406,1,21,994,459,85406,5,-6,994,460,765.5,1.029,0.04819,0.02038,0.02925,0.01111,0.0637,0.03035,0.03515,0.01357,1.162,1.162,0.4626,0.7819,10.64,0.9221,10.4,0.3749,0.9938,1.008,0.00453,0.002362,0.03426,0.008033,0.01212,0.008784,0.01106,0.01292,A,-1.659,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,22,337,471,85406,6,-2,338,472,955.9,0.9855,0.02205,0.02355,0.01994,0.01791,0.02822,0.03358,0.0336,0.02563,1.115,1.115,1.115,1.115,12.28,0.9648,11.77,0.3575,1.014,0.9853,0.003294,0.002368,0.01849,0.004807,0.006788,0.006031,0.007047,0.008041,B,1.087,0,1,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,23,536,506,85406,3,-6,540,517,2208,0.8791,0.1987,0.1334,0.07417,0.055,0.2807,0.1844,0.09996,0.08593,0.9982,0.9982,0.8954,0.2506,16.13,0.6978,18.53,0.3956,0.9762,1.016,0.004717,0.002651,0.0301,0.006213,0.01016,0.008157,0.009529,0.01136,A,-1.43,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,24,1232,503,85406,6,-7,1232,505,1049,1.005,0.08371,0.03687,0.05213,0.01679,0.1255,0.05594,0.07359,0.0181,1.133,1.133,1.133,0.3743,11.83,0.8436,12.1,0.3844,0.9696,1.031,0.004559,0.002381,0.02641,0.006033,0.008409,0.007817,0.009184,0.009517,A,-0.8856,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,25,783,547,85406,8,-14,787,540,4222,0.6515,0.4342,0.02626,0.2022,0.05421,0.6146,0.0377,0.3427,0.07667,0.7654,0.7654,0.2922,0.185,17.46,0.3859,30.76,0.4924,1.067,0.9545,0.00335,0.002595,0.02434,0.005971,0.00825,0.006101,0.008153,0.009612,A,-0.2083,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,26,426,511,85406,6,-5,425,512,810.9,0.9852,0.04203,0.02904,0.02265,0.01451,0.06709,0.04384,0.03245,0.01666,1.117,1.117,1.117,1.117,11,0.9109,10.87,0.3586,1.016,0.98,0.003633,0.002341,0.02144,0.004958,0.006942,0.006773,0.007486,0.008139,B,0.7899,0,1,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,27,448,552,85406,6,-6,449,559,1171,0.806,0.2822,0.1305,0.158,0.1167,0.4208,0.2279,0.2599,0.208,0.9323,0.9323,0.3912,0.7864,10.43,0.534,14.14,0.4749,0.9468,1.068,0.004276,0.002306,0.02983,0.006796,0.01072,0.009227,0.009587,0.01151,A,-0.5021,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,28,1039,601,85406,6,-6,1038,602,1706,1.012,0.08146,0.03713,0.03206,0.03246,0.1169,0.04982,0.04235,0.0429,1.134,1.134,1.134,1.134,15.65,0.859,16.01,0.3545,1.05,0.9647,0.004514,0.003021,0.0269,0.006743,0.008902,0.007513,0.009838,0.01051,B,0.3446,0,1,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,29,906,614,85406,5,-6,906,614,1538,0.9537,0.06158,0.06741,0.03132,0.01082,0.07984,0.09034,0.04946,0.01892,1.077,1.077,1.077,0.339,14.94,0.9031,14.81,0.3645,0.9789,1.016,0.00375,0.002519,0.02518,0.00497,0.008235,0.007581,0.007572,0.009456,A,-0.6743,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,30,179,669,85406,5,-7,180,670,1459,0.9848,0.1502,0.01938,0.03056,0.0133,0.2215,0.03162,0.04967,0.0208,1.108,1.108,1.108,0.303,13.36,0.7422,14.89,0.3642,1.022,0.9817,0.004241,0.003191,0.02538,0.007658,0.009579,0.007956,0.01044,0.01127,A,-0.1006,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,31,761,667,85406,6,-5,761,665,1183,0.848,0.08697,0.1422,0.09762,0.06384,0.1325,0.2145,0.154,0.1084,0.9742,0.9742,0.9742,0.3517,13,0.827,13.39,0.4005,0.993,1.008,0.005364,0.002549,0.02924,0.007109,0.01061,0.009446,0.01084,0.01168,A,-0.328,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,32,470,685,85406,0,0,471,685,1024,0.97,0.01986,0.05264,0.0159,0.02324,0.03408,0.08067,0.02436,0.0337,1.098,1.098,1.098,1.098,12.6,0.9535,12.15,0.3587,1.001,0.9987,0.002951,0.001773,0.01352,0.003746,0.004905,0.00485,0.005846,0.005874,B,1.529,0,1,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,33,539,731,85406,6,8,551,726,1461,0.6837,0.4079,0.1054,0.1373,0.1322,0.5488,0.1914,0.2005,0.2155,0.8072,0.8072,0.8072,0.4581,11.54,0.4627,17.51,0.4824,0.9857,1.019,0.003646,0.002653,0.02166,0.005326,0.008022,0.00662,0.00782,0.009422,B,0.3185,0,1,1,162.6,1,0,STA,,13154,
TRUE,B,4,1,1,85406,1,34,872,752,85406,6,-8,873,754,2630,0.9917,0.07339,0.07751,0.01559,0.02586,0.116,0.1152,0.02273,0.04173,1.109,1.109,1.109,0.3204,19.15,0.8525,19.56,0.3734,1.017,0.991,0.004389,0.002876,0.0275,0.007306,0.01001,0.008085,0.01021,0.01144,A,-0.5146,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,35,1171,751,85406,3,-6,1173,751,983.5,0.9906,0.06193,0.03084,0.01044,0.003784,0.0877,0.0397,0.01729,0.003578,1.119,1.119,1.119,0.3545,11.84,0.8924,11.77,0.3747,0.9905,1.01,0.005248,0.002602,0.03252,0.007598,0.01172,0.009027,0.01124,0.01276,A,-1.54,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,36,400,768,85406,8,-3,402,769,911.5,0.9811,0.04879,0.01129,0.0111,0.0143,0.08428,0.01197,0.01449,0.02641,1.111,1.111,1.111,0.3268,11.27,0.8902,11.22,0.3762,0.9637,1.041,0.004352,0.00224,0.02713,0.006099,0.00938,0.008852,0.009191,0.01024,A,-0.6617,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,37,619,848,85406,4,-7,619,848,1211,1.003,0.1148,0.06627,0.02646,0.0142,0.1697,0.09498,0.03855,0.02192,1.129,1.129,1.129,1.052,12.52,0.7987,13.31,0.3682,0.9915,1.008,0.005058,0.002842,0.02779,0.007396,0.0106,0.009367,0.01087,0.0119,B,0.2848,0,1,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,38,1165,908,85406,5,-2,1165,909,2139,0.9454,0.04481,0.04573,0.01739,0.002787,0.06957,0.07482,0.03247,0.007361,1.065,1.065,0.5355,0.2125,17.75,0.9079,17.5,0.371,0.9945,1.003,0.004659,0.002445,0.02907,0.006224,0.009185,0.008527,0.009514,0.01029,A,-1.068,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,39,617,935,85406,8,-8,623,933,2133,0.8444,0.1512,0.1553,0.1455,0.04194,0.2091,0.2173,0.2005,0.06571,0.9639,0.9639,0.2213,0.5735,17.17,0.7639,18.67,0.3857,1.008,0.9935,0.004115,0.002571,0.02866,0.006595,0.009136,0.008183,0.009417,0.01035,A,-0.558,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,40,798,987,85406,6,-8,799,984,1459,0.9251,0.03506,0.1628,0.04905,0.02516,0.04207,0.219,0.07711,0.04245,1.049,1.049,0.2591,0.6554,15.18,0.9492,14.62,0.3704,0.9644,1.031,0.005325,0.00243,0.03489,0.006807,0.01214,0.011,0.01061,0.01289,A,-1.088,1,0,0,NaN,0,1,STA,,13154,
TRUE,B,4,1,1,85406,1,41,1244,55,0,0,0,1245,59,1429,0.9644,0.1394,0.07958,0.03161,0.01542,0.2021,0.1097,0.04743,0.02427,1.088,1.088,1.088,1.088,13.56,0.7665,14.81,0.3636,1.023,0.9798,0.003472,0.002934,0.02207,0.005251,0.007454,0.006581,0.007635,0.009105,B,0.6137,0,1,0,NaN,0,1,STA,,13154,
