Display,Row,Column,Plane,Timepoint,Time [s],Field,Object ID,X,Y,Region Area [µm²],Region Roundness,Region Ratio Width to Length,Region Symmetry 02,Region Symmetry 03,Region Symmetry 04,Region Symmetry 05,Region Symmetry 12,Region Symmetry 13,Region Symmetry 14,Region Symmetry 15,Region Threshold Compactness 30%,Region Threshold Compactness 40%,Region Threshold Compactness 50%,Region Threshold Compactness 60%,Region Axial Small Length,Region Axial Length Ratio,Region Radial Mean,Region Radial Relative Deviation,Region Profile 1/2,Region Profile 2/2,Region Brightfield SER Edge 1 px,Region Brightfield SER Ridge 1 px,Region Brightfield SER Valley 1 px,Region Brightfield SER Dark 1 px,Object No in Organoids,Object No in Organoids Selected,Object No in Organoids Selected Selected,Regression A-B,Compound,Cell Type,Day,LD,ExpID,UID,ML_status,Method,Class,dye_status,Dye
TRUE,F,7,1,168,0,1,13,483,280,2089,0.93969999999999998,0.78680000000000005,5.7360000000000001E-2,4.938E-2,4.1779999999999998E-2,1.005E-2,8.788E-2,7.7060000000000003E-2,7.0400000000000004E-2,1.7180000000000001E-2,1.0589999999999999,1.0589999999999999,1.0589999999999999,0.26379999999999998,17.059999999999999,0.88500000000000001,16.989999999999998,0.3846,0.95189999999999997,1.03,2.3619999999999999E-2,5.8570000000000002E-3,8.5059999999999997E-3,9.3240000000000007E-3,26,26,20,-1.1319999999999999,media,12620,7,Live,20171010_20171017_12620_GT,F.7.1.26.7,Live,ML,A,Live,DRAQ7
TRUE,F,7,1,168,0,1,14,1219,330,5520,0.59689999999999999,0.36909999999999998,0.43159999999999998,0.26979999999999998,0.1734,0.1852,0.54430000000000001,0.35549999999999998,0.2341,0.2702,0.70899999999999996,0.70899999999999996,0.4728,0.18759999999999999,24.64,0.48,36.72,0.45029999999999998,0.99739999999999995,1.002,2.0080000000000001E-2,4.7559999999999998E-3,6.071E-3,7.2439999999999996E-3,27,27,21,-0.32740000000000002,media,12620,7,Live,20171010_20171017_12620_GT,F.7.1.27.7,Live,ML,A,Live,DRAQ7
TRUE,F,7,1,168,0,1,15,604,324,1078,0.72799999999999998,0.47849999999999998,0.33839999999999998,0.15279999999999999,0.14230000000000001,0.1399,0.499,0.24160000000000001,0.23760000000000001,0.2283,0.85550000000000004,0.85550000000000004,0.85550000000000004,0.47320000000000001,9.57,0.47770000000000001,14.07,0.49559999999999998,0.94379999999999997,1.091,2.2100000000000002E-2,3.5200000000000001E-3,4.6670000000000001E-3,5.4780000000000002E-3,31,31,23,-5.1070000000000002,media,12620,7,Live,20171010_20171017_12620_GT,F.7.1.31.7,Live,ML,A,Live,DRAQ7
TRUE,F,7,1,168,0,1,16,603,405,4841,0.78349999999999997,0.36549999999999999,0.495,0.1474,0.17419999999999999,0.15040000000000001,0.64729999999999999,0.22339999999999999,0.2893,0.2462,0.89649999999999996,0.89649999999999996,0.21379999999999999,0.48010000000000003,18.420000000000002,0.38400000000000001,32.64,0.48830000000000001,1.002,0.99909999999999999,2.2089999999999999E-2,5.0769999999999999E-3,6.7949999999999998E-3,7.8750000000000001E-3,35,35,26,-0.46379999999999999,media,12620,7,Live,20171010_20171017_12620_GT,F.7.1.35.7,Live,ML,A,Dead,DRAQ7
TRUE,F,7,1,168,0,1,17,1328,397,877,0.93720000000000003,0.79239999999999999,6.3560000000000005E-2,7.9210000000000003E-2,2.8469999999999999E-2,1.6490000000000001E-2,9.0670000000000001E-2,0.1202,4.6420000000000003E-2,2.5680000000000001E-2,1.0680000000000001,1.0680000000000001,1.0680000000000001,0.58709999999999996,11.04,0.88649999999999995,10.95,0.3926,0.95279999999999998,1.0569999999999999,2.5399999999999999E-2,4.9350000000000002E-3,6.4590000000000003E-3,7.3709999999999999E-3,40,40,30,-3.794,media,12620,7,Live,20171010_20171017_12620_GT,F.7.1.40.7,Live,ML,A,Live,DRAQ7
TRUE,F,7,1,168,0,1,18,763,426,2907,0.85029999999999994,0.53200000000000003,0.29549999999999998,0.1142,3.8010000000000002E-2,4.7219999999999998E-2,0.39660000000000001,0.14000000000000001,4.7379999999999999E-2,7.4209999999999998E-2,0.96699999999999997,0.96699999999999997,0.41499999999999998,0.31369999999999998,17.18,0.59650000000000003,21.99,0.40439999999999998,0.98729999999999996,1.008,1.9990000000000001E-2,4.8859999999999997E-3,6.4510000000000001E-3,7.4900000000000001E-3,41,41,31,-0.41310000000000002,media,12620,7,Live,20171010_20171017_12620_GT,F.7.1.41.7,Live,ML,A,Live,DRAQ7
TRUE,F,7,1,168,0,1,19,1075,418,1250,0.94389999999999996,0.70630000000000004,0.1159,4.6510000000000003E-2,2.7619999999999999E-2,2.8799999999999999E-2,0.17449999999999999,6.4549999999999996E-2,3.4880000000000001E-2,3.9759999999999997E-2,1.069,1.069,1.069,0.32090000000000002,12.49,0.7923,13.27,0.38690000000000002,0.95960000000000001,1.038,2.674E-2,5.3290000000000004E-3,8.3730000000000002E-3,9.2770000000000005E-3,42,42,32,-1.8140000000000001,media,12620,7,Live,20171010_20171017_12620_GT,F.7.1.42.7,Live,ML,A,Live,DRAQ7
TRUE,F,7,1,168,0,1,20,359,423,869.1,0.90100000000000002,0.62,0.18340000000000001,9.4759999999999997E-2,4.3880000000000002E-2,6.0269999999999997E-2,0.26,0.1401,7.2639999999999996E-2,9.7530000000000006E-2,1.032,1.032,1.032,0.42409999999999998,10.06,0.70689999999999997,11.45,0.39689999999999998,0.98450000000000004,1.0209999999999999,2.1049999999999999E-2,4.8250000000000003E-3,6.8729999999999998E-3,7.6189999999999999E-3,43,43,33,-0.91549999999999998,media,12620,7,Live,20171010_20171017_12620_GT,F.7.1.43.7,Live,ML,A,Live,DRAQ7
TRUE,F,7,1,168,0,1,21,480,471,3196,0.79300000000000004,0.44209999999999999,0.36840000000000001,4.6210000000000001E-2,0.22509999999999999,2.8000000000000001E-2,0.54879999999999995,6.1699999999999998E-2,0.3634,4.9610000000000001E-2,0.90890000000000004,0.90890000000000004,0.65869999999999995,0.25130000000000002,14.81,0.42820000000000003,23.95,0.4839,0.95240000000000002,1.0289999999999999,2.154E-2,4.666E-3,6.5129999999999997E-3,7.6039999999999996E-3,44,44,34,-1.956,media,12620,7,Live,20171010_20171017_12620_GT,F.7.1.44.7,Live,ML,A,Live,DRAQ7
TRUE,F,7,1,168,0,1,22,1198,494,6465,0.77439999999999998,0.4037,0.42130000000000001,3.9600000000000003E-2,0.2412,4.3540000000000002E-2,0.60099999999999998,2.793E-2,0.37630000000000002,6.9080000000000003E-2,0.88570000000000004,0.88570000000000004,0.39140000000000003,0.1938,20.63,0.3957,35.659999999999997,0.48520000000000002,0.9708,1.012,2.5409999999999999E-2,5.9179999999999996E-3,8.1609999999999999E-3,9.4439999999999993E-3,45,45,35,-1.4410000000000001,media,12620,7,Live,20171010_20171017_12620_GT,F.7.1.45.7,Live,ML,A,Live,DRAQ7
TRUE,F,7,1,168,0,1,23,917,466,769.5,0.97989999999999999,0.87460000000000004,1.584E-2,3.2680000000000001E-2,1.993E-2,6.3099999999999996E-3,1.9859999999999999E-2,4.9200000000000001E-2,3.5349999999999999E-2,7.456E-3,1.1120000000000001,1.1120000000000001,1.1120000000000001,1.1120000000000001,10.89,0.97650000000000003,10.34,0.36940000000000001,0.97289999999999999,1.0349999999999999,2.1389999999999999E-2,6.2449999999999997E-3,7.1710000000000003E-3,8.5299999999999994E-3,46,46,36,-1.2909999999999999,media,12620,7,Live,20171010_20171017_12620_GT,F.7.1.46.7,Live,ML,A,Live,DRAQ7
TRUE,F,7,1,168,0,1,24,668,468,882.9,0.98599999999999999,0.80520000000000003,8.3110000000000003E-2,5.7349999999999998E-2,1.7129999999999999E-2,1.9429999999999999E-2,0.1172,8.5620000000000002E-2,2.7470000000000001E-2,2.4590000000000001E-2,1.1160000000000001,1.1160000000000001,1.1160000000000001,1.071,10.88,0.85819999999999996,11.04,0.38100000000000001,0.95269999999999999,1.0549999999999999,2.2579999999999999E-2,4.3779999999999999E-3,7.3660000000000002E-3,8.2439999999999996E-3,47,47,37,-0.5494,media,12620,7,Live,20171010_20171017_12620_GT,F.7.1.47.7,Live,ML,A,Live,DRAQ7
TRUE,F,7,1,168,0,1,25,310,505,1016,0.90600000000000003,0.72089999999999999,8.6819999999999994E-2,3.1620000000000002E-2,1.899E-2,4.4159999999999998E-2,0.12859999999999999,5.4949999999999999E-2,3.4279999999999998E-2,6.9779999999999995E-2,1.034,1.034,1.034,0.51170000000000004,11.48,0.84399999999999997,11.69,0.39879999999999999,0.92979999999999996,1.079,2.3800000000000002E-2,3.895E-3,6.8230000000000001E-3,7.3169999999999997E-3,50,50,39,-2.6309999999999998,media,12620,7,Live,20171010_20171017_12620_GT,F.7.1.50.7,Live,ML,A,Live,DRAQ7
TRUE,F,7,1,168,0,1,26,955,531,8750,0.69869999999999999,0.37290000000000001,0.4612,0.13919999999999999,0.23419999999999999,0.1545,0.63749999999999996,0.21629999999999999,0.3679,0.2631,0.80840000000000001,0.80840000000000001,0.43049999999999999,0.14030000000000001,24.16,0.37290000000000001,43.46,0.51539999999999997,0.97640000000000005,1.0089999999999999,2.299E-2,5.365E-3,7.1809999999999999E-3,8.3239999999999998E-3,51,51,40,-1.67,media,12620,7,Live,20171010_20171017_12620_GT,F.7.1.51.7,Live,ML,A,Dead,DRAQ7
TRUE,F,7,1,168,0,1,27,818,509,1362,0.93799999999999994,0.60819999999999996,0.2432,6.676E-2,7.3679999999999995E-2,1.83E-3,0.33960000000000001,8.7410000000000002E-2,0.1207,5.3509999999999999E-3,1.0620000000000001,1.0620000000000001,1.0620000000000001,0.39850000000000002,11.71,0.63049999999999995,14.42,0.39760000000000001,0.96419999999999995,1.0329999999999999,2.419E-2,4.803E-3,7.3660000000000002E-3,8.3820000000000006E-3,53,53,41,-1.399,media,12620,7,Live,20171010_20171017_12620_GT,F.7.1.53.7,Live,ML,A,Live,DRAQ7
TRUE,F,7,1,168,0,1,28,795,556,942.1,0.94469999999999998,0.72250000000000003,8.8410000000000002E-2,6.9419999999999996E-2,7.0930000000000003E-3,1.128E-2,0.1421,0.11269999999999999,2.094E-2,1.602E-2,1.0740000000000001,1.0740000000000001,0.57569999999999999,0.81320000000000003,10.78,0.81869999999999998,11.13,0.41160000000000002,0.90820000000000001,1.109,2.9919999999999999E-2,4.1660000000000004E-3,6.6620000000000004E-3,7.3410000000000003E-3,56,56,44,-5.1950000000000003,media,12620,7,Live,20171010_20171017_12620_GT,F.7.1.56.7,Live,ML,A,Live,DRAQ7
TRUE,F,7,1,168,0,1,29,725,556,769.5,0.97989999999999999,0.80610000000000004,7.8E-2,2.051E-2,1.474E-2,6.7669999999999996E-3,0.1095,2.827E-2,2.725E-2,9.7890000000000008E-3,1.1120000000000001,1.1120000000000001,1.1120000000000001,0.46460000000000001,10.18,0.8659,10.27,0.38269999999999998,0.9607,1.0509999999999999,2.639E-2,5.555E-3,8.1799999999999998E-3,8.8380000000000004E-3,57,57,45,-2.5369999999999999,media,12620,7,Live,20171010_20171017_12620_GT,F.7.1.57.7,Live,ML,A,Live,DRAQ7
TRUE,F,7,1,168,0,1,30,451,567,1999,0.81850000000000001,0.52680000000000005,0.38340000000000002,0.1227,0.14349999999999999,6.8699999999999997E-2,0.52100000000000002,0.1769,0.2132,0.1195,0.93859999999999999,0.93859999999999999,0.93859999999999999,0.2782,12.7,0.48049999999999998,19,0.43619999999999998,0.9446,1.0469999999999999,2.3089999999999999E-2,4.2940000000000001E-3,5.8120000000000003E-3,6.6210000000000001E-3,58,58,46,-3.05,media,12620,7,Live,20171010_20171017_12620_GT,F.7.1.58.7,Live,ML,A,Live,DRAQ7
TRUE,F,7,1,168,0,1,31,768,638,2304,0.87160000000000004,0.49399999999999999,0.40429999999999999,0.1061,6.9370000000000001E-2,6.1269999999999998E-2,0.51639999999999997,0.15129999999999999,0.1255,0.1017,0.99039999999999995,0.99039999999999995,0.28549999999999998,0.55100000000000005,13.94,0.50170000000000003,20.32,0.41260000000000002,0.93510000000000004,1.0469999999999999,2.4340000000000001E-2,4.1520000000000003E-3,6.3350000000000004E-3,7.2740000000000001E-3,60,60,48,-1.8009999999999999,media,12620,7,Live,20171010_20171017_12620_GT,F.7.1.60.7,Live,ML,A,Live,DRAQ7
TRUE,F,7,1,168,0,1,32,1124,623,3276,0.59860000000000002,0.46860000000000002,0.21940000000000001,0.30259999999999998,0.12809999999999999,9.5449999999999993E-2,0.25190000000000001,0.41799999999999998,0.20599999999999999,0.15970000000000001,0.71430000000000005,0.71430000000000005,0.71430000000000005,0.18790000000000001,24.59,0.73699999999999999,26.87,0.43559999999999999,1.0229999999999999,0.98109999999999997,2.1010000000000001E-2,5.9389999999999998E-3,7.1939999999999999E-3,8.463E-3,61,61,49,-9.5060000000000006E-2,media,12620,7,Live,20171010_20171017_12620_GT,F.7.1.61.7,Live,ML,A,Live,DRAQ7
TRUE,F,7,1,168,0,1,33,1207,619,807.9,0.99550000000000005,0.86629999999999996,4.9610000000000001E-2,1.243E-2,7.9220000000000002E-3,1.7500000000000002E-2,7.4190000000000006E-2,2.095E-2,1.6580000000000001E-2,2.3869999999999999E-2,1.127,1.127,1.127,1.127,10.81,0.90590000000000004,10.68,0.36899999999999999,0.98650000000000004,1.016,2.2030000000000001E-2,6.6689999999999996E-3,7.9930000000000001E-3,9.5239999999999995E-3,63,63,50,-0.33329999999999999,media,12620,7,Live,20171010_20171017_12620_GT,F.7.1.63.7,Live,ML,A,Live,DRAQ7
TRUE,F,7,1,168,0,1,34,1301,647,1494,0.89839999999999998,0.63460000000000005,0.2021,9.7879999999999995E-2,6.6669999999999993E-2,3.1519999999999999E-2,0.30420000000000003,0.14199999999999999,0.1045,5.373E-2,1.022,1.022,1.022,0.2802,12.55,0.65590000000000004,14.98,0.40899999999999997,0.96240000000000003,1.0329999999999999,2.2349999999999998E-2,4.8580000000000003E-3,6.1120000000000002E-3,7.4910000000000003E-3,65,65,52,-2.7519999999999998,media,12620,7,Live,20171010_20171017_12620_GT,F.7.1.65.7,Live,ML,A,Live,DRAQ7
TRUE,F,7,1,168,0,1,35,1245,670,2134,0.95109999999999995,0.69730000000000003,0.19370000000000001,0.1012,8.0560000000000007E-2,2.2429999999999999E-2,0.27410000000000001,0.13120000000000001,0.1125,3.4709999999999998E-2,1.071,1.071,1.0429999999999999,0.31259999999999999,15.54,0.69469999999999998,18.010000000000002,0.3775,0.98019999999999996,1.0129999999999999,2.291E-2,5.731E-3,7.6470000000000002E-3,8.6890000000000005E-3,66,66,53,-0.89029999999999998,media,12620,7,Live,20171010_20171017_12620_GT,F.7.1.66.7,Live,ML,A,Live,DRAQ7
TRUE,F,7,1,168,0,1,36,917,682,785.3,0.99160000000000004,0.876,3.048E-2,1.1440000000000001E-2,6.4489999999999999E-3,6.6750000000000004E-3,4.4729999999999999E-2,1.409E-2,1.323E-2,8.3510000000000008E-3,1.1240000000000001,1.1240000000000001,1.1240000000000001,1.1240000000000001,10.87,0.94379999999999997,10.51,0.36659999999999998,0.98409999999999997,1.02,1.8280000000000001E-2,4.7089999999999996E-3,6.1760000000000001E-3,7.0650000000000001E-3,69,69,54,-2.4320000000000001E-2,media,12620,7,Live,20171010_20171017_12620_GT,F.7.1.69.7,Live,ML,A,Live,DRAQ7
TRUE,F,7,1,168,0,1,37,90,690,1308,0.9879,0.8569,3.5779999999999999E-2,1.269E-2,2.0629999999999999E-2,1.8110000000000001E-2,6.2350000000000003E-2,2.5090000000000001E-2,3.3110000000000001E-2,2.4479999999999998E-2,1.113,1.113,1.113,1.113,13.81,0.91649999999999998,13.58,0.36330000000000001,0.97570000000000001,1.0209999999999999,2.1559999999999999E-2,5.0530000000000002E-3,6.8199999999999997E-3,7.6109999999999997E-3,71,71,55,-0.27710000000000001,media,12620,7,Live,20171010_20171017_12620_GT,F.7.1.71.7,Live,ML,A,Live,DRAQ7
TRUE,F,7,1,168,0,1,38,1177,730,2751,0.87339999999999995,0.62280000000000002,0.2122,9.1800000000000007E-2,6.5929999999999999E-3,3.5470000000000002E-2,0.28749999999999998,0.12670000000000001,1.7940000000000001E-2,5.577E-2,0.99050000000000005,0.99050000000000005,0.84089999999999998,0.21429999999999999,17.61,0.69279999999999997,20.39,0.38829999999999998,0.95989999999999998,1.024,2.3199999999999998E-2,5.1780000000000003E-3,7.5430000000000002E-3,8.4309999999999993E-3,74,74,56,-0.98370000000000002,media,12620,7,Live,20171010_20171017_12620_GT,F.7.1.74.7,Live,ML,A,Live,DRAQ7
TRUE,F,7,1,168,0,1,39,955,778,10864,0.74260000000000004,0.62339999999999995,0.17230000000000001,6.769E-2,0.17560000000000001,6.3560000000000005E-2,0.21870000000000001,9.7089999999999996E-2,0.24260000000000001,7.8450000000000006E-2,0.85129999999999995,0.85129999999999995,0.22409999999999999,0.12709999999999999,38.880000000000003,0.77180000000000004,41.94,0.3886,1.028,0.99160000000000004,2.197E-2,5.1139999999999996E-3,6.6750000000000004E-3,7.9019999999999993E-3,76,76,57,-1.0549999999999999,media,12620,7,Live,20171010_20171017_12620_GT,F.7.1.76.7,Live,ML,A,Live,DRAQ7
TRUE,F,7,1,168,0,1,40,1100,772,3831,0.78339999999999999,0.43159999999999998,0.42659999999999998,8.2030000000000006E-2,8.2710000000000006E-2,2.4979999999999999E-2,0.55810000000000004,8.5519999999999999E-2,0.1515,2.896E-2,0.89800000000000002,0.89800000000000002,0.4758,0.22339999999999999,17.47,0.46279999999999999,27.02,0.43020000000000003,1.0169999999999999,0.99070000000000003,2.3820000000000001E-2,5.241E-3,6.6559999999999996E-3,8.0579999999999992E-3,77,77,58,-1.1399999999999999,media,12620,7,Live,20171010_20171017_12620_GT,F.7.1.77.7,Live,ML,A,Live,DRAQ7
TRUE,F,7,1,168,0,1,41,522,782,3180,0.72619999999999996,0.56069999999999998,3.449E-2,0.1065,0.18140000000000001,9.3200000000000005E-2,4.1709999999999997E-2,0.17829999999999999,0.2722,0.15010000000000001,0.84219999999999995,0.84219999999999995,0.84219999999999995,0.33160000000000001,23.84,0.91869999999999996,23.07,0.40860000000000002,1.0189999999999999,0.98799999999999999,2.061E-2,5.7239999999999999E-3,6.9490000000000003E-3,8.1060000000000004E-3,80,80,60,-0.2404,media,12620,7,Live,20171010_20171017_12620_GT,F.7.1.80.7,Live,ML,A,Live,DRAQ7
TRUE,F,7,1,168,0,1,42,133,792,3275,1,0.88219999999999998,4.7109999999999999E-2,1.2370000000000001E-2,1.163E-2,2.7239999999999999E-3,7.034E-2,1.8950000000000002E-2,1.6199999999999999E-2,4.6470000000000001E-3,1.1160000000000001,1.1160000000000001,1.1160000000000001,0.25030000000000002,21.44,0.9103,21.03,0.3831,0.92979999999999996,1.032,2.1600000000000001E-2,5.189E-3,6.6389999999999999E-3,7.7060000000000002E-3,81,81,61,-2.4569999999999999,media,12620,7,Live,20171010_20171017_12620_GT,F.7.1.81.7,Live,ML,A,Live,DRAQ7
TRUE,F,7,1,168,0,1,43,1160,803,4605,0.82179999999999997,0.59950000000000003,0.17019999999999999,0.21060000000000001,9.4460000000000002E-2,4.3499999999999997E-2,0.254,0.2999,0.14360000000000001,8.4949999999999998E-2,0.93510000000000004,0.93510000000000004,0.93510000000000004,0.2477,24.22,0.71250000000000002,27.21,0.42080000000000001,0.98060000000000003,1.0089999999999999,2.0820000000000002E-2,4.6579999999999998E-3,6.0210000000000003E-3,7.1679999999999999E-3,83,83,63,-1.4990000000000001,media,12620,7,Live,20171010_20171017_12620_GT,F.7.1.83.7,Live,ML,A,Live,DRAQ7
