Display,Row,Column,Plane,Timepoint,Time [s],Field,Object ID,X,Y,Region Area [µm²],Region Roundness,Region Ratio Width to Length,Region Symmetry 02,Region Symmetry 03,Region Symmetry 04,Region Symmetry 05,Region Symmetry 12,Region Symmetry 13,Region Symmetry 14,Region Symmetry 15,Region Threshold Compactness 30%,Region Threshold Compactness 40%,Region Threshold Compactness 50%,Region Threshold Compactness 60%,Region Axial Small Length,Region Axial Length Ratio,Region Radial Mean,Region Radial Relative Deviation,Region Profile 1/2,Region Profile 2/2,Region Brightfield SER Edge 1 px,Region Brightfield SER Ridge 1 px,Region Brightfield SER Valley 1 px,Region Brightfield SER Dark 1 px,Object No in Organoids,Object No in Organoids Selected,Object No in Organoids Selected Selected,Regression A-B,Compound,Cell Type,Day,LD,ExpID,UID,ML_status,Method,Class,dye_status,Dye
TRUE,G,8,1,168,0,3,11,886,306,1565,0.93869999999999998,0.75670000000000004,0.12470000000000001,7.8090000000000007E-2,3.099E-2,2.547E-2,0.1784,0.11310000000000001,4.793E-2,3.1480000000000001E-2,1.0609999999999999,1.0609999999999999,1.0609999999999999,1.0609999999999999,14.16,0.79120000000000001,15.1,0.37630000000000002,0.98360000000000003,1.0129999999999999,1.883E-2,4.6480000000000002E-3,7.6360000000000004E-3,8.6320000000000008E-3,23,23,21,2.028,STA,12620,7,Dead,20171010_20171017_12620_GT,G.8.3.23.7,Dead,ML,B,Dead,DRAQ7
TRUE,G,8,1,168,0,3,12,354,359,2955,0.93779999999999997,0.71589999999999998,8.0500000000000002E-2,0.1232,7.4380000000000002E-2,1.9369999999999998E-2,0.1071,0.1633,0.10290000000000001,2.232E-2,1.054,0.96940000000000004,0.29499999999999998,0.58199999999999996,20.71,0.87590000000000001,20.86,0.36770000000000003,0.97130000000000005,1.0149999999999999,2.734E-2,6.3930000000000002E-3,1.093E-2,1.1900000000000001E-2,25,25,23,1.639,STA,12620,7,Dead,20171010_20171017_12620_GT,G.8.3.25.7,Dead,ML,B,Dead,DRAQ7
TRUE,G,8,1,168,0,3,13,482,385,875,0.96930000000000005,0.76380000000000003,5.3670000000000002E-2,7.5810000000000002E-2,3.3730000000000003E-2,2.5399999999999999E-2,8.0839999999999995E-2,0.1149,5.176E-2,4.1739999999999999E-2,1.1000000000000001,1.1000000000000001,1.1000000000000001,1.1000000000000001,11.28,0.89639999999999997,11.21,0.36919999999999997,0.98880000000000001,1.014,1.804E-2,5.4679999999999998E-3,6.8019999999999999E-3,7.9089999999999994E-3,28,28,25,0.6653,STA,12620,7,Dead,20171010_20171017_12620_GT,G.8.3.28.7,Dead,ML,B,Live,DRAQ7
TRUE,G,8,1,168,0,3,14,522,435,2027,0.89070000000000005,0.54039999999999999,0.28670000000000001,0.1206,1.6760000000000001E-2,6.7360000000000003E-2,0.38219999999999998,0.1656,1.0059999999999999E-2,0.1026,1.0109999999999999,1.0109999999999999,0.2452,0.4803,14.31,0.60909999999999997,18.11,0.39219999999999999,0.95740000000000003,1.0309999999999999,2.4340000000000001E-2,3.9940000000000002E-3,7.587E-3,8.1580000000000003E-3,31,31,27,1.8800000000000001E-2,STA,12620,7,Dead,20171010_20171017_12620_GT,G.8.3.31.7,Dead,ML,B,Live,DRAQ7
TRUE,G,8,1,168,0,3,15,994,482,2853,0.71199999999999997,0.40789999999999998,0.41460000000000002,0.13550000000000001,0.14630000000000001,0.11749999999999999,0.51670000000000005,0.21060000000000001,0.2084,0.19639999999999999,0.82889999999999997,0.82889999999999997,0.82889999999999997,0.82889999999999997,17.29,0.50770000000000004,24.67,0.44490000000000002,0.9929,1.006,2.0129999999999999E-2,5.8700000000000002E-3,8.0009999999999994E-3,9.5049999999999996E-3,36,36,30,1.603,STA,12620,7,Dead,20171010_20171017_12620_GT,G.8.3.36.7,Dead,ML,B,Dead,DRAQ7
TRUE,G,8,1,168,0,3,16,1194,612,4731,0.7732,0.53149999999999997,0.1991,0.28639999999999999,3.2059999999999998E-2,5.3199999999999997E-2,0.26450000000000001,0.39379999999999998,4.0320000000000002E-2,9.0560000000000002E-2,0.88629999999999998,0.88629999999999998,0.88629999999999998,0.1651,25.86,0.72070000000000001,28.91,0.4128,0.9748,1.0129999999999999,2.4549999999999999E-2,5.594E-3,8.7320000000000002E-3,9.7610000000000006E-3,40,40,34,7.1330000000000005E-2,STA,12620,7,Dead,20171010_20171017_12620_GT,G.8.3.40.7,Dead,ML,B,Dead,DRAQ7
TRUE,G,8,1,168,0,3,17,952,795,4917,0.68669999999999998,0.49399999999999999,0.25390000000000001,5.509E-2,3.7199999999999997E-2,1.6410000000000001E-2,0.34200000000000003,6.6729999999999998E-2,3.9960000000000002E-2,3.4079999999999999E-2,0.79959999999999998,0.79959999999999998,0.79959999999999998,0.15659999999999999,23.83,0.64539999999999997,28.83,0.4027,1.0029999999999999,0.99839999999999995,1.907E-2,4.2659999999999998E-3,6.5030000000000001E-3,7.3759999999999997E-3,45,45,37,0.5625,STA,12620,7,Dead,20171010_20171017_12620_GT,G.8.3.45.7,Dead,ML,B,Live,DRAQ7
TRUE,G,9,1,168,0,1,1,506,33,3053,0.67569999999999997,0.57609999999999995,0.20930000000000001,7.2590000000000002E-2,1.933E-2,7.8320000000000001E-2,0.29270000000000002,0.155,4.4159999999999998E-2,0.1234,0.79200000000000004,0.79200000000000004,0.79200000000000004,0.79200000000000004,20.13,0.68479999999999996,23.15,0.42920000000000003,1.0229999999999999,0.98370000000000002,2.0420000000000001E-2,5.4279999999999997E-3,6.8100000000000001E-3,8.149E-3,1,1,1,0.44669999999999999,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.1.7,Dead,ML,B,Live,DRAQ7
TRUE,G,9,1,168,0,1,2,288,91,7786,0.66930000000000001,0.52510000000000001,0.2132,0.20130000000000001,4.2410000000000003E-2,9.3579999999999997E-2,0.311,0.2797,6.2350000000000003E-2,0.1479,0.77959999999999996,0.77959999999999996,0.77959999999999996,0.13400000000000001,31.41,0.65739999999999998,37.33,0.41639999999999999,0.99370000000000003,1.0029999999999999,2.494E-2,6.3790000000000001E-3,9.2099999999999994E-3,1.0749999999999999E-2,5,5,5,0.1004,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.5.7,Dead,ML,B,Dead,DRAQ7
TRUE,G,9,1,168,0,1,3,845,82,2326,0.90600000000000003,0.61880000000000002,0.193,5.9909999999999998E-2,9.1149999999999995E-2,5.806E-2,0.25209999999999999,8.1769999999999995E-2,0.1227,7.4529999999999999E-2,1.0249999999999999,0.56910000000000005,0.42880000000000001,1.0740000000000001,16.97,0.73729999999999996,18.940000000000001,0.37359999999999999,0.97589999999999999,1.016,2.5260000000000001E-2,5.6820000000000004E-3,8.4019999999999997E-3,9.4549999999999999E-3,6,6,6,0.84389999999999998,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.6.7,Dead,ML,B,Live,DRAQ7
TRUE,G,9,1,168,0,1,4,1034,96,3248,0.89610000000000001,0.57779999999999998,0.20610000000000001,8.319E-2,8.8260000000000005E-2,0.04,0.2918,0.112,0.11990000000000001,6.3589999999999994E-2,1.012,1.012,0.70530000000000004,0.17680000000000001,19.09,0.67810000000000004,22.37,0.39489999999999997,0.98599999999999999,1.008,2.1760000000000002E-2,5.2449999999999997E-3,7.8899999999999994E-3,9.1039999999999992E-3,7,7,7,0.19139999999999999,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.7.7,Dead,ML,B,Live,DRAQ7
TRUE,G,9,1,168,0,1,5,597,123,1019,0.93659999999999999,0.6008,0.20469999999999999,0.124,1.9560000000000001E-2,6.5259999999999999E-2,0.29670000000000002,0.18410000000000001,4.333E-2,0.1081,1.0649999999999999,1.0649999999999999,1.0649999999999999,1.0649999999999999,10.72,0.67030000000000001,12.68,0.39250000000000002,0.99950000000000006,1.0009999999999999,1.9279999999999999E-2,5.842E-3,7.8079999999999998E-3,9.0790000000000003E-3,13,13,12,1.6970000000000001,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.13.7,Dead,ML,B,Live,DRAQ7
TRUE,G,9,1,168,0,1,6,906,132,1593,0.74080000000000001,0.46329999999999999,0.27900000000000003,0.26119999999999999,3.7830000000000003E-2,0.15759999999999999,0.37659999999999999,0.38150000000000001,7.8189999999999996E-2,0.25230000000000002,0.86339999999999995,0.86339999999999995,0.86339999999999995,0.23699999999999999,14.08,0.60960000000000003,17.440000000000001,0.44900000000000001,0.99170000000000003,1.01,2.0740000000000001E-2,5.2249999999999996E-3,8.0160000000000006E-3,8.8830000000000003E-3,15,15,14,0.26050000000000001,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.15.7,Dead,ML,B,Dead,DRAQ7
TRUE,G,9,1,168,0,1,7,536,176,1872,0.75670000000000004,0.44109999999999999,0.3387,0.1515,0.17899999999999999,9.1420000000000001E-2,0.4783,0.2072,0.27450000000000002,0.15029999999999999,0.87749999999999995,0.87749999999999995,0.87749999999999995,0.87749999999999995,13.31,0.50290000000000001,19.09,0.45190000000000002,1.0009999999999999,0.99909999999999999,1.6109999999999999E-2,5.6600000000000001E-3,7.1900000000000002E-3,8.8909999999999996E-3,17,17,16,1.7789999999999999,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.17.7,Dead,ML,B,Dead,DRAQ7
TRUE,G,9,1,168,0,1,8,817,181,1560,0.81069999999999998,0.49890000000000001,0.38300000000000001,0.1351,0.1636,7.7270000000000005E-2,0.53259999999999996,0.1837,0.25490000000000002,0.1258,0.9335,0.9335,0.9335,0.9335,11.11,0.4622,17.100000000000001,0.44740000000000002,0.98860000000000003,1.012,1.7919999999999998E-2,4.927E-3,6.5129999999999997E-3,7.6490000000000004E-3,18,18,17,0.58560000000000001,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.18.7,Dead,ML,B,Dead,DRAQ7
TRUE,G,9,1,168,0,1,9,275,199,5824,0.82099999999999995,0.52959999999999996,0.2571,7.9060000000000005E-2,7.8439999999999996E-2,7.8189999999999996E-2,0.3649,8.702E-2,0.13370000000000001,0.109,0.93279999999999996,0.93279999999999996,0.68100000000000005,0.1399,24.51,0.60540000000000005,30.92,0.41420000000000001,0.99409999999999998,1.002,2.47E-2,5.5979999999999997E-3,8.8439999999999994E-3,1.001E-2,19,19,18,0.24540000000000001,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.19.7,Dead,ML,B,Live,DRAQ7
TRUE,G,9,1,168,0,1,10,759,200,1359,0.98140000000000005,0.79910000000000003,8.48E-2,3.9559999999999998E-2,3.2000000000000001E-2,2.453E-2,0.11119999999999999,6.037E-2,4.5409999999999999E-2,3.6900000000000002E-2,1.1060000000000001,1.1060000000000001,0.26200000000000001,0.82509999999999994,13.84,0.86909999999999998,14,0.36840000000000001,1,1,2.726E-2,6.0639999999999999E-3,1.017E-2,1.0869999999999999E-2,21,21,20,1.3089999999999999,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.21.7,Dead,ML,B,Live,DRAQ7
TRUE,G,9,1,168,0,1,11,458,226,2013,0.9405,0.624,0.22900000000000001,7.084E-2,6.182E-2,2.3369999999999998E-2,0.3221,9.5159999999999995E-2,9.6930000000000002E-2,3.1559999999999998E-2,1.0609999999999999,1.0609999999999999,1.0609999999999999,0.43330000000000002,14.81,0.65059999999999996,17.920000000000002,0.38590000000000002,1.0089999999999999,0.99350000000000005,2.0889999999999999E-2,4.8989999999999997E-3,7.7019999999999996E-3,8.8199999999999997E-3,25,25,22,1.121,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.25.7,Dead,ML,B,Live,DRAQ7
TRUE,G,9,1,168,0,1,12,926,302,1355,0.78800000000000003,0.49680000000000002,0.27889999999999998,0.15559999999999999,9.5339999999999994E-2,0.10290000000000001,0.39489999999999997,0.22919999999999999,0.15240000000000001,0.17860000000000001,0.91249999999999998,0.91249999999999998,0.91249999999999998,0.91249999999999998,11.76,0.57940000000000003,15.23,0.43140000000000001,0.99009999999999998,1.012,2.1829999999999999E-2,5.77E-3,8.2389999999999998E-3,9.2429999999999995E-3,37,37,30,0.90869999999999995,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.37.7,Dead,ML,B,Live,DRAQ7
TRUE,G,9,1,168,0,1,13,200,326,1790,0.68610000000000004,0.3846,0.24970000000000001,0.2281,0.18090000000000001,5.2999999999999999E-2,0.36470000000000002,0.3226,0.27450000000000002,0.1193,0.80740000000000001,0.80740000000000001,0.80740000000000001,0.78190000000000004,14.59,0.60150000000000003,18.170000000000002,0.46260000000000001,1.004,0.99539999999999995,2.1739999999999999E-2,6.0309999999999999E-3,7.7580000000000001E-3,9.1389999999999996E-3,39,39,32,0.41370000000000001,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.39.7,Dead,ML,B,Live,DRAQ7
TRUE,G,9,1,168,0,1,14,1104,316,1449,0.59140000000000004,0.36859999999999998,0.52690000000000003,2.146E-2,0.1056,0.10589999999999999,0.63649999999999995,0.1237,0.22670000000000001,0.20580000000000001,0.71509999999999996,0.71509999999999996,0.71509999999999996,0.58579999999999999,12.02,0.40770000000000001,20.41,0.4642,1.006,0.9899,1.8409999999999999E-2,5.4939999999999998E-3,6.6759999999999996E-3,8.0450000000000001E-3,40,40,33,0.62439999999999996,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.40.7,Dead,ML,B,Live,DRAQ7
TRUE,G,9,1,168,0,1,15,776,352,760.6,0.89259999999999995,0.59860000000000002,0.24099999999999999,4.9329999999999999E-2,5.1200000000000002E-2,2.4309999999999998E-2,0.33450000000000002,8.0610000000000001E-2,7.7899999999999997E-2,3.7960000000000001E-2,1.0249999999999999,1.0249999999999999,1.0249999999999999,1.0249999999999999,9.0410000000000004,0.64510000000000001,10.98,0.39140000000000003,0.99970000000000003,1,1.7250000000000001E-2,5.2570000000000004E-3,6.9239999999999996E-3,7.7990000000000004E-3,42,42,35,1.5580000000000001,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.42.7,Dead,ML,B,Live,DRAQ7
TRUE,G,9,1,168,0,1,16,167,413,10740,0.57750000000000001,0.31709999999999999,0.47220000000000001,0.15640000000000001,0.24329999999999999,0.14369999999999999,0.62009999999999998,0.2407,0.3296,0.25409999999999999,0.68620000000000003,0.68620000000000003,9.4259999999999997E-2,0.31640000000000001,30.52,0.41049999999999998,50.84,0.49909999999999999,0.98019999999999996,1.008,2.5180000000000001E-2,5.6429999999999996E-3,8.7910000000000002E-3,9.8589999999999997E-3,45,45,36,0.2079,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.45.7,Dead,ML,B,Dead,DRAQ7
TRUE,G,9,1,168,0,1,17,859,405,4212,0.79449999999999998,0.44890000000000002,0.22090000000000001,0.2351,8.5760000000000003E-2,6.003E-2,0.28460000000000002,0.30709999999999998,0.1283,5.713E-2,0.90839999999999999,0.90839999999999999,0.90839999999999999,0.18440000000000001,23.49,0.7056,26.64,0.41189999999999999,0.98150000000000004,1.01,2.112E-2,5.8820000000000001E-3,7.9830000000000005E-3,9.1979999999999996E-3,47,47,38,0.27750000000000002,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.47.7,Dead,ML,B,Live,DRAQ7
TRUE,G,9,1,168,0,1,18,253,371,949,0.94869999999999999,0.55320000000000003,0.26750000000000002,3.2140000000000002E-2,1.5650000000000001E-2,5.5280000000000003E-2,0.37169999999999997,4.4810000000000003E-2,3.0159999999999999E-2,7.5679999999999997E-2,1.0780000000000001,1.0780000000000001,1.0780000000000001,1.0780000000000001,9.7579999999999991,0.60980000000000001,12.3,0.40229999999999999,0.99450000000000005,1.0069999999999999,2.4879999999999999E-2,7.554E-3,8.9339999999999992E-3,1.022E-2,48,48,39,1.4369999999999999E-3,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.48.7,Dead,ML,B,Live,DRAQ7
TRUE,G,9,1,168,0,1,19,948,411,771.4,0.92210000000000003,0.72,5.1569999999999998E-2,6.6809999999999994E-2,7.3279999999999998E-2,4.6019999999999998E-2,8.6379999999999998E-2,0.11210000000000001,0.11070000000000001,6.4180000000000001E-2,1.0549999999999999,1.0549999999999999,0.3206,1.0669999999999999,10.64,0.88670000000000004,10.62,0.3765,1.0109999999999999,0.98409999999999997,2.7529999999999999E-2,5.411E-3,8.5970000000000005E-3,9.3989999999999994E-3,52,52,42,0.62580000000000002,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.52.7,Dead,ML,B,Live,DRAQ7
TRUE,G,9,1,168,0,1,20,783,418,896.7,0.94950000000000001,0.74470000000000003,9.3700000000000006E-2,5.6460000000000003E-2,3.9489999999999997E-2,2.5159999999999998E-2,0.1368,8.6080000000000004E-2,6.3299999999999995E-2,3.8989999999999997E-2,1.08,1.08,1.08,1.08,11.09,0.83630000000000004,11.48,0.36599999999999999,1.0049999999999999,0.99370000000000003,1.6459999999999999E-2,4.7829999999999999E-3,6.6480000000000003E-3,7.9839999999999998E-3,53,53,43,1.982,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.53.7,Dead,ML,B,Live,DRAQ7
TRUE,G,9,1,168,0,1,21,81,509,8506,0.62990000000000002,0.50219999999999998,5.3289999999999997E-2,0.22989999999999999,0.156,9.801E-2,7.2950000000000001E-2,0.32679999999999998,0.19309999999999999,0.14319999999999999,0.73970000000000002,0.73970000000000002,0.61050000000000004,0.13239999999999999,39.78,0.9103,38.42,0.42770000000000002,1.0129999999999999,0.99439999999999995,2.0910000000000002E-2,5.5079999999999999E-3,7.7409999999999996E-3,9.0519999999999993E-3,58,58,45,0.23219999999999999,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.58.7,Dead,ML,B,Dead,DRAQ7
TRUE,G,9,1,168,0,1,22,749,493,1711,0.96360000000000001,0.81910000000000005,5.8959999999999999E-2,5.6849999999999998E-2,1.525E-2,4.3189999999999999E-2,6.2289999999999998E-2,7.5399999999999995E-2,2.8379999999999999E-2,6.3079999999999997E-2,1.085,0.97619999999999996,0.26900000000000002,0.74480000000000002,16.09,0.9345,15.65,0.36570000000000003,0.99270000000000003,1.0049999999999999,2.6339999999999999E-2,5.4000000000000003E-3,9.0109999999999999E-3,1.0290000000000001E-2,59,59,46,0.49969999999999998,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.59.7,Dead,ML,B,Live,DRAQ7
TRUE,G,9,1,168,0,1,23,1221,508,2989,0.68,0.4506,0.14180000000000001,0.16900000000000001,0.20039999999999999,4.215E-2,0.2039,0.24540000000000001,0.29820000000000002,7.1169999999999997E-2,0.79649999999999999,0.79649999999999999,0.79649999999999999,0.59140000000000004,21.17,0.74929999999999997,22.89,0.43459999999999999,0.98960000000000004,1.008,2.2360000000000001E-2,5.2449999999999997E-3,8.0590000000000002E-3,9.1260000000000004E-3,60,60,47,0.83050000000000002,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.60.7,Dead,ML,B,Dead,DRAQ7
TRUE,G,9,1,168,0,1,24,1121,516,5500,0.75560000000000005,0.56610000000000005,0.16769999999999999,0.1477,6.2109999999999999E-2,8.1199999999999994E-2,0.24640000000000001,0.21149999999999999,9.6829999999999999E-2,0.1241,0.86780000000000002,0.86780000000000002,0.32169999999999999,0.1772,26.53,0.71340000000000003,30.02,0.39700000000000002,1.0129999999999999,0.99380000000000002,2.682E-2,6.3810000000000004E-3,9.4039999999999992E-3,1.0710000000000001E-2,62,62,49,0.10290000000000001,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.62.7,Dead,ML,B,Dead,DRAQ7
TRUE,G,9,1,168,0,1,25,1005,520,2150,0.74690000000000001,0.37940000000000002,0.3523,0.2092,0.20780000000000001,6.003E-2,0.48759999999999998,0.26550000000000001,0.29980000000000001,0.10390000000000001,0.86639999999999995,0.86639999999999995,0.78320000000000001,0.2656,14.19,0.50360000000000005,20.37,0.44729999999999998,0.98829999999999996,1.0109999999999999,2.06E-2,5.4359999999999999E-3,8.6459999999999992E-3,9.5169999999999994E-3,63,63,50,1.29,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.63.7,Dead,ML,B,Live,DRAQ7
TRUE,G,9,1,168,0,1,26,1034,562,1410,0.83320000000000005,0.51280000000000003,0.40379999999999999,8.5360000000000005E-2,6.2480000000000001E-2,2.018E-2,0.52700000000000002,0.1071,0.10879999999999999,4.3659999999999997E-2,0.95720000000000005,0.95720000000000005,0.95720000000000005,0.95720000000000005,10.87,0.48909999999999998,16.13,0.41949999999999998,0.99539999999999995,1.0049999999999999,1.7840000000000002E-2,4.9909999999999998E-3,6.4510000000000001E-3,7.5189999999999996E-3,66,66,52,0.9778,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.66.7,Dead,ML,B,Live,DRAQ7
TRUE,G,9,1,168,0,1,27,434,567,987.5,0.90029999999999999,0.79410000000000003,1.005E-2,2.7619999999999999E-2,3.9980000000000002E-2,2.4080000000000001E-2,7.6519999999999999E-3,5.3170000000000002E-2,6.8510000000000001E-2,3.015E-2,1.0289999999999999,1.0289999999999999,0.35020000000000001,0.73419999999999996,12.49,0.99,11.72,0.38390000000000002,0.9728,1.0309999999999999,3.6380000000000003E-2,7.424E-3,1.321E-2,1.409E-2,67,67,53,1.6050000000000001E-3,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.67.7,Dead,ML,B,Live,DRAQ7
TRUE,G,9,1,168,0,1,28,221,586,935.2,0.94059999999999999,0.70189999999999997,0.1197,5.2609999999999997E-2,2.9600000000000001E-2,4.0419999999999998E-2,0.18290000000000001,8.5319999999999993E-2,5.3120000000000001E-2,6.4960000000000004E-2,1.07,1.07,1.07,1.07,10.86,0.77910000000000001,11.69,0.37790000000000001,0.98929999999999996,1.0129999999999999,1.8929999999999999E-2,5.5230000000000001E-3,8.456E-3,9.5049999999999996E-3,70,70,54,2.3340000000000001,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.70.7,Dead,ML,B,Live,DRAQ7
TRUE,G,9,1,168,0,1,29,1338,596,1134,0.95630000000000004,0.77139999999999997,9.0230000000000005E-2,6.8190000000000001E-2,1.453E-2,1.1390000000000001E-2,0.1323,0.1021,2.845E-2,1.7760000000000001E-2,1.083,1.083,1.083,1.083,12.41,0.83879999999999999,12.79,0.37380000000000002,0.99170000000000003,1.008,1.9290000000000002E-2,4.1739999999999998E-3,5.8630000000000002E-3,6.9379999999999997E-3,71,71,55,0.23100000000000001,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.71.7,Dead,ML,B,Dead,DRAQ7
TRUE,G,9,1,168,0,1,30,774,607,1102,0.78420000000000001,0.58289999999999997,7.5249999999999997E-2,0.21340000000000001,7.2190000000000004E-2,0.10780000000000001,0.1133,0.31969999999999998,0.1119,0.16550000000000001,0.91139999999999999,0.91139999999999999,0.91139999999999999,0.77669999999999995,13.2,0.85350000000000004,13.25,0.42009999999999997,0.99070000000000003,1.0129999999999999,2.6440000000000002E-2,6.8729999999999998E-3,1.1379999999999999E-2,1.251E-2,74,74,58,1.9219999999999999,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.74.7,Dead,ML,B,Live,DRAQ7
TRUE,G,9,1,168,0,1,31,60,644,1574,0.92630000000000001,0.82689999999999997,2.044E-2,4.2349999999999999E-2,4.6170000000000003E-2,3.737E-2,3.4860000000000002E-2,6.0199999999999997E-2,7.1150000000000005E-2,5.7020000000000001E-2,1.0489999999999999,1.0489999999999999,1.0489999999999999,1.0489999999999999,15.63,0.94940000000000002,15.08,0.3639,1.0049999999999999,0.99639999999999995,2.341E-2,6.3709999999999999E-3,8.9499999999999996E-3,1.0370000000000001E-2,77,77,61,1.2969999999999999,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.77.7,Dead,ML,B,Live,DRAQ7
TRUE,G,9,1,168,0,1,32,1025,669,3345,0.81010000000000004,0.65249999999999997,0.15210000000000001,6.4640000000000003E-2,5.5129999999999998E-2,0.11210000000000001,0.22459999999999999,0.1074,8.2019999999999996E-2,0.16930000000000001,0.92569999999999997,0.92569999999999997,0.92569999999999997,0.38800000000000001,20.72,0.73570000000000002,23.09,0.38340000000000002,1.036,0.97940000000000005,2.0889999999999999E-2,5.3819999999999996E-3,8.1700000000000002E-3,9.2230000000000003E-3,80,80,63,1.649,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.80.7,Dead,ML,B,Dead,DRAQ7
TRUE,G,9,1,168,0,1,33,1326,658,915.5,0.90859999999999996,0.72430000000000005,0.1032,1.41E-2,4.4790000000000003E-2,2.085E-2,0.1482,2.7990000000000001E-2,7.7630000000000005E-2,3.3480000000000003E-2,1.038,1.038,1.038,0.78439999999999999,11.06,0.82220000000000004,11.56,0.3664,0.99299999999999999,1.008,2.5770000000000001E-2,7.0499999999999998E-3,9.7289999999999998E-3,1.099E-2,81,81,64,0.41620000000000001,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.81.7,Dead,ML,B,Live,DRAQ7
TRUE,G,9,1,168,0,1,34,603,673,1168,0.86529999999999996,0.6008,5.2470000000000003E-2,0.20860000000000001,0.1172,1.6920000000000001E-2,8.1710000000000005E-2,0.30680000000000002,0.17730000000000001,3.8019999999999998E-2,0.99170000000000003,0.99170000000000003,0.99170000000000003,0.99170000000000003,13.7,0.89180000000000004,13.47,0.40970000000000001,0.98629999999999995,1.0169999999999999,1.933E-2,4.7359999999999998E-3,6.8409999999999999E-3,7.6740000000000003E-3,82,82,65,0.65200000000000002,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.82.7,Dead,ML,B,Live,DRAQ7
TRUE,G,9,1,168,0,1,35,832,709,2529,0.79790000000000005,0.49969999999999998,0.34599999999999997,0.1353,0.1318,9.4450000000000006E-2,0.47799999999999998,0.19439999999999999,0.20610000000000001,0.1487,0.91579999999999995,0.91579999999999995,0.91579999999999995,0.91579999999999995,15.21,0.51139999999999997,21.62,0.44059999999999999,0.99139999999999995,1.006,2.3560000000000001E-2,5.6740000000000002E-3,8.8380000000000004E-3,9.6609999999999994E-3,83,83,66,1.431,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.83.7,Dead,ML,B,Dead,DRAQ7
TRUE,G,9,1,168,0,1,36,560,723,2395,0.87409999999999999,0.50280000000000002,0.28860000000000002,2.0160000000000001E-2,0.1474,7.077E-2,0.43419999999999997,4.9839999999999997E-3,0.24560000000000001,0.1047,0.99250000000000005,0.99250000000000005,0.99250000000000005,0.99250000000000005,14.46,0.52739999999999998,20.100000000000001,0.43540000000000001,1.002,0.99880000000000002,1.899E-2,4.9129999999999998E-3,6.6169999999999996E-3,7.6750000000000004E-3,84,84,67,1.016,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.84.7,Dead,ML,B,Dead,DRAQ7
TRUE,G,9,1,168,0,1,37,313,737,3539,0.74439999999999995,0.39389999999999997,0.46229999999999999,0.1298,0.23039999999999999,0.1205,0.62890000000000001,0.1694,0.3548,0.17649999999999999,0.85960000000000003,0.81299999999999994,0.19239999999999999,0.46650000000000003,15.97,0.38690000000000002,28.34,0.46850000000000003,1.042,0.97270000000000001,3.0790000000000001E-2,6.9360000000000003E-3,1.136E-2,1.304E-2,87,87,70,1.63,STA,12620,7,Dead,20171010_20171017_12620_GT,G.9.1.87.7,Dead,ML,B,Dead,DRAQ7
